address,name,address2 ,city,postcode ,lat,lng,formatted,name,housenumber,street,postcode,district,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level
NEWICK HEALTH CENTRE,THE GREEN,NEWICK,SUSSEX,BN8 4LR,50.97418785,0.018052609,"Newick Community Centre, The Green, Lewes, BN8 4LB, United Kingdom",,The Green,Newick,Newick,Newick Community Centre,BN8 4LB,Lewes,East Sussex,ESX,England,ENG,United Kingdom,0.7,gb,0.3969,0.7
NICHOLSON,RACH,,,,56.1964769,-3.1700088,"Rach Optometrist, North Street, Glenrothes, KY7 5PP, United Kingdom",,North Street,,Auchmuty,Rach Optometrist,KY7 5PP,Glenrothes,Fife,FIF,Scotland,SCT,United Kingdom,,gb,0,
NO ADDRESS,,,,,,,,,,,,,,,,,,,,,,,
NIGEL PORTER UNIT,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
NUFFIELD - WOODINGDEAN,,,,,,,,,,,,,,,,,,,,,,,
4 OLD STEINE,BRIGHTON,SUSSEX,,BN1 1EJ,50.82161685,-0.1363253,"Brighton and Hove, BN1 1EJ, United Kingdom",,,,,Brighton and Hove,BN1 1EJ,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,1,1
OLD SCHOOL SURGERY,CHURCH STREET,SEAFORD,SUSSEX,BN25 1HH,50.7729203,0.1000064,"Seaford, Station Approach, Seaford, BN25 2AR, United Kingdom",,Station Approach,,East Blatchington,Seaford,BN25 2AR,Seaford,East Sussex,ESX,England,ENG,United Kingdom,0.567,gb,0.3969,0.7
ONCOLOGY,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
1 ONSLOW ROAD,,HOVE,SUSSEX,BN3 6TA,50.8310079,-0.163636632,"Sussex County Cricket Club, Hove, BN3 3AN, United Kingdom",,,,Brunswick,Sussex County Cricket Club,BN3 3AN,Hove,Brighton and Hove,BNH,England,ENG,United Kingdom,0.729,gb,0.5103,0.729
OPD RSCH,,,,,,,,,,,,,,,,,,,,,,,
OPD,BGH,,,,53.2334336,-1.4383024,"Brampton and Gashouse Branch, Dock Walk, Chesterfield, S40 2QR, United Kingdom",,Dock Walk,St Augustines,Boythorpe,Brampton and Gashouse Branch,S40 2QR,Chesterfield,Derbyshire,DBY,England,ENG,United Kingdom,,gb,0,
OPD RACH,,,,,,,,,,,,,,,,,,,,,,,
ORTHOPAEDIC DEPT,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
OVERTON,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
48 PARK CRESCENT,BRIGHTON,SUSSEX,,BN2 3HB,50.8324884,-0.130391955,"Brighton and Hove, BN2 3HB, United Kingdom",,,,,Brighton and Hove,BN2 3HB,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,1,1
64 PEACOCK LANE,BRIGHTON,SUSSEX,,BN1 6WA,50.85348,-0.14883,"Hollingbury, Brighton, BN1 6WA, United Kingdom",,,,Hollingbury,Hollingbury,BN1 6WA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,1,1
PEEL,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
SUSSEX EYE PICKFORD,SEH,,,,52.08041855,1.116552077,"SEH, White House Road, Ipswich, IP1 5LL, United Kingdom",,White House Road,,Whitehouse,SEH,IP1 5LL,Ipswich,Suffolk,SFK,England,ENG,United Kingdom,,gb,0,
E. POILE,VHL,,,,,,,,,,,,,,,,,,,,,,
HEALTH CENTRE,POND ROAD,SHOREHAM-BY-SEA,WEST SUSSEX,BN43 5US,50.8338214,-0.2742787,"Adur, BN43 5US, United Kingdom",,,,,Adur,BN43 5US,Adur,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.7,1
145 PORTLAND ROAD,,HOVE,SUSSEX,BN3 5QJ,50.8310079,-0.163636632,"Sussex County Cricket Club, Hove, BN3 3AN, United Kingdom",,,,Brunswick,Sussex County Cricket Club,BN3 3AN,Hove,Brighton and Hove,BNH,England,ENG,United Kingdom,0.729,gb,0.5103,0.729
18  PORTLAND PLACE,,BRIGHTON,SUSSEX,,50.848437,-0.134874,"The City of Brighton and Hove, East Sussex, ENG, UK",,,,,The City of Brighton and Hove,,,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.225,
PORTSLADE HEALTH CENTRE,CHURCH ROAD,PORTSLADE,SUSSEX,BN14 1LX,50.947578,-0.494602,"West Sussex Ceremonial County, West Sussex, ENG, UK",,,,,West Sussex Ceremonial County,,,West Sussex,WSX,England,ENG,United Kingdom,,gb,0,
2AFLORENCE ROAD,PRESTON PARK SURGERY,2A FLORENCE ROAD,BRIGHTON,,50.8378727,-0.1404656,"Preston Park Surgery, 2A Florence Road, Brighton, BN1 6DP, United Kingdom",2A,Florence Road,,Round Hill,Preston Park Surgery,BN1 6DP,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,1,gb,1,1
QUAYSIDE MEDICAL CENTRE,CHAPEL STREET,NEWHAVEN,SUSSEX,BN9 9PW,50.79311,0.05121,"Mount Pleasant (Newhaven), BN9 9PW, United Kingdom",,,,,Newhaven,BN9 9PW,Newhaven,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.7,1
21 QUEENS ROAD,,BRIGHTON,SUSSEX,BN1 3YS,50.8214626,-0.1400561,"Brighton, BN1 1HH, United Kingdom",,,,,Brighton,BN1 1HH,Brighton,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.245,0.7
RACH OPD,RACH,,,,56.1964769,-3.1700088,"Rach Optometrist, North Street, Glenrothes, KY7 5PP, United Kingdom",,North Street,,Auchmuty,Rach Optometrist,KY7 5PP,Glenrothes,Fife,FIF,Scotland,SCT,United Kingdom,,gb,0,
3RD FLOOR,REGENCY HOUSE,95 DITCHLING ROAD,BRIGHTON SUSSEX,BN1 4ST,50.833262,-0.13466815,"Citibase Brighton, 95 Ditchling Road, Brighton, BN1 4ST, United Kingdom",95,Ditchling Road,,Round Hill,Citibase Brighton,BN1 4ST,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,1,gb,0.9,1
RENAL DIALYSIS,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
RENAL HOME DIALYSIS,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
RENAL WARD,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
1 THE RIDGEWAY,WOODINDEAN,BRIGHTON,SUSSEX,BN2 6PE,50.8361667,-0.078128,"W.M.Roofing Sussex, Warren Road, Brighton, BN2 6BA, United Kingdom",,Warren Road,,Woodingdean,W.M.Roofing Sussex,BN2 6BA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,0.7
130 THE RIDGEWAY,WOODINGDEAN,BRIGHTON,SUSSEX,BN2 6PB,50.8361667,-0.078128,"W.M.Roofing Sussex, Warren Road, Brighton, BN2 6BA, United Kingdom",,Warren Road,,Woodingdean,W.M.Roofing Sussex,BN2 6BA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,0.7
152 The Ridgeway,Woodingdean,Brighton,East Sussex,BN2 6PA,50.82936,-0.07035,"Brighton and Hove, BN2 6PA, United Kingdom",,,,,Brighton and Hove,BN2 6PA,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,1
RIVER LODGE SURGERY,MALLING STREET,LEWES,SUSSEX,BN7 2RD,50.87484,0.01882,"Lewes, BN7 2RD, United Kingdom",,,,,Lewes,BN7 2RD,Lewes,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.7,1
ROBINSON,VHL,,,,,,,,,,,,,,,,,,,,,,
RODEAN SCHOOL,RODEAN,BRIGHTON,SUSSEX,BN2 5RJ,50.818085,-0.109170429,"Sussex Row, Bristol Gardens, Brighton, BN2 5JR, United Kingdom",,Bristol Gardens,,Brighton Marina Village,Sussex Row,BN2 5JR,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.3969,gb,0.27783,0.7
17 ROWE AVENUE,PEACEHAVEN,BRIGHTON,SUSSEX,BN9 7PE,50.8214626,-0.1400561,"Brighton, BN1 1HH, United Kingdom",,,,,Brighton,BN1 1HH,Brighton,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.045,0.3
20 SACKVILLE ROAD,,HOVE,SUSSEX,BN3 3FF,50.8310079,-0.163636632,"Sussex County Cricket Club, Hove, BN3 3AN, United Kingdom",,,,Brunswick,Sussex County Cricket Club,BN3 3AN,Hove,Brighton and Hove,BNH,England,ENG,United Kingdom,0.729,gb,0.5103,0.729
47 SALTDEAN DRIVE,SALTDEAN,BRIGHTON,SUSSEX,BN2 8SD,50.80572,-0.04219,"Brighton and Hove, BN2 8SD, United Kingdom",,,,,Brighton and Hove,BN2 8SD,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,1
SCHOOL HILL HOUSE,HIGH STREET,LEWES,SUSSEX,BN7 2LU,50.87327267,0.011654867,"Lewes, BN7 2LU, United Kingdom",,,,,Lewes,BN7 2LU,Lewes,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.6,1
SCHOOL HOUSE SURGERY,HERTFORD ROAD,BRIGHTON,SUSSEX,BN1 7GF,50.8455172,-0.1299097,"Hertford Road, Brighton, BN1 7GG, United Kingdom",,Hertford Road,,Hollingdean,Hertford Road,BN1 7GG,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.441,0.7
SEAFORD HEALTH CENTRE,DANE ROAD,SEAFORD,SUSSEX,BN25 1DH,50.7729203,0.1000064,"Seaford, Station Approach, Seaford, BN25 2AR, United Kingdom",,Station Approach,,East Blatchington,Seaford,BN25 2AR,Seaford,East Sussex,ESX,England,ENG,United Kingdom,0.567,gb,0.3969,0.7
SEAFORTH FARM SURGERY,VICARAGE LANE,HAILSHAM,SUSSEX,BN27 1BH,50.8643263,0.259563199,"Hailsham Health Centre, Vicarage Lane, Wealden, BN27 1BW, United Kingdom",,Vicarage Lane,,Hailsham,Hailsham Health Centre,BN27 1BW,Wealden,East Sussex,ESX,England,ENG,United Kingdom,0.7,gb,0.3969,0.7
SUSSEX EYE CASUALTY,SEH,,,,52.08041855,1.116552077,"SEH, White House Road, Ipswich, IP1 5LL, United Kingdom",,White House Road,,Whitehouse,SEH,IP1 5LL,Ipswich,Suffolk,SFK,England,ENG,United Kingdom,,gb,0,
SHIP STREET SURGERY,65/67 SHIP STREET,BRIGHTON,SUSSEX,BN1 1AE,50.8213492,-0.1419327,"Ship Street, Brighton, BN1 1AE, United Kingdom",,Ship Street,,Round Hill,Ship Street,BN1 1AE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,1,gb,0.665,1
90 SHIRLEY DRIVE,HOVE,SUSSEX,,BN3 6UL,50.84688,-0.1689,"Brighton and Hove, BN3 6UL, United Kingdom",,,,,Brighton and Hove,BN3 6UL,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,1,1
SOLOMON DEFFLIS,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
20 SOUTHWICK SQUARE,,SOUTHWICK,WEST SUSSEX,BN42 4TE,50.8345,-0.23393,"Adur, BN42 4TE, United Kingdom",,,,,Adur,BN42 4TE,Adur,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.7,1
170 SOUTH COAST ROAD,PEACEHAVEN,BRIGHTON,SUSSEX,BN10 8NR,50.86396775,-0.083791845,"Brighton & Sussex Medical School, Biology Road, Brighton, BN1 9PX, United Kingdom",,Biology Road,,,Brighton & Sussex Medical School,BN1 9PX,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.2835,gb,0.14175,0.5
365 SOUTH COAST ROAD,TELSCOMBE CLIFFS,BRIGHTON,SUSSEX,BN10 7HA,50.86396775,-0.083791845,"Brighton & Sussex Medical School, Biology Road, Brighton, BN1 9PX, United Kingdom",,Biology Road,,,Brighton & Sussex Medical School,BN1 9PX,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.2835,gb,0.14175,0.5
39 SOUTHOVER STREET,BRIGHTON,SUSSEX,,BN2 2UE,50.82838,-0.13947,"Brighton, ENG, United Kingdom",,,,,,,Brighton,East Sussex,ESX,England,ENG,United Kingdom,,gb,1,1
SHORT STAY WARD,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
31 ST JAMES AVENUE,,BRIGHTON,SUSSEX,BN2 1QD,50.829804,-0.112293789,"Brighton Racecourse, Freshfield Road, Brighton, BN2 9XZ, United Kingdom",,Freshfield Road,,Whitehawk,Brighton Racecourse,BN2 9XZ,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.3969,gb,0.27783,0.7
ST JOHNS SCHOOL,WALPOLE ROAD,BRIGHTON,SUSSEX,BN2 2AF,50.8214626,-0.1400561,"Brighton, BN1 1HH, United Kingdom",,,,,Brighton,BN1 1HH,Brighton,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.045,0.3
ST PETERS MEDICAL PRATICE,30 - 36 OXFORD STREET,BRIGHTON,SUSSEX,BN1 4LA,50.8308712,-0.1353247,"Oxford Street, Brighton, BN1 4LA, United Kingdom",,Oxford Street,,Round Hill,Oxford Street,BN1 4LA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,1,gb,0.665,1
118/120 STANFORD AVENUE,,BRIGHTON,SUSSEX,BN1 6FE,50.8288602,-0.1407393,"Brighton, Trafalgar Street, Brighton, BN1 3XP, United Kingdom",,Trafalgar Street,,Round Hill,Brighton,BN1 3XP,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.49,0.7
ST ANDREWS SURGERY,SOUTHOVER ROAD,LEWES,,BN7 1US,50.871229,0.0099472,"Lewes, Southover Road, Lewes, BN7 1US, United Kingdom",,Southover Road,,Southover,Lewes,BN7 1US,Lewes,East Sussex,ESX,England,ENG,United Kingdom,1,gb,1,1
STEWART,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
9ST GEORGES PLACE,BRIGHTON,SUSSEX,,BN1 4GB,50.8276541,-0.13564985,"Brighton and Hove, BN1 4GB, United Kingdom",,,,,Brighton and Hove,BN1 4GB,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,1,1
ST LUKES SURGERY,SALTDEAN LIDO,SALTDEAN,SUSSEX,BN2 8ST,50.8064619,-0.0416442,"Saltdean, Brighton, BN2 8GG, United Kingdom",,,,Saltdean,Saltdean,BN2 8GG,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,0.7
8 HOVE PARK ROAD,HOVE,SUSSEX,,BN3 6LA,50.84022,-0.15955,"Brighton and Hove, BN3 6LA, United Kingdom",,,,,Brighton and Hove,BN3 6LA,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,1,1
SURG OPD,,,,,,,,,,,,,,,,,,,,,,,
THE SURGERY,TRENT PLACE,BRIGHTON,SUSSEX,BN2 2JX,50.8214626,-0.1400561,"Brighton, BN1 1HH, United Kingdom",,,,,Brighton,BN1 1HH,Brighton,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.045,0.3
SUSSEX BEACON,BEVENDEAN ROAD,BRIGHTON,SUSSEX,BN2 4DE,50.829804,-0.112293789,"Brighton Racecourse, Freshfield Road, Brighton, BN2 9XZ, United Kingdom",,Freshfield Road,,Whitehawk,Brighton Racecourse,BN2 9XZ,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.3969,gb,0.27783,0.7
TAAFFE,RACH,,,,56.1964769,-3.1700088,"Rach Optometrist, North Street, Glenrothes, KY7 5PP, United Kingdom",,North Street,,Auchmuty,Rach Optometrist,KY7 5PP,Glenrothes,Fife,FIF,Scotland,SCT,United Kingdom,,gb,0,
THEATRES,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
THE BROW MEDICAL CENTRE,THE BROW,BURGESS HILL,WEST SUSSEX,,50.9575365,-0.1332853,"Burgess Hill (Mid Sussex), ENG, United Kingdom",,,,,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,,gb,0,
1 TILBURY PLACE,,BRIGHTON,SUSSEX,BN2 2GY,50.8214626,-0.1400561,"Brighton, BN1 1HH, United Kingdom",,,,,Brighton,BN1 1HH,Brighton,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.045,0.3
L14,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
SX UNIV HC,UNIVERSITY OF SUSSEX,BRIGHTON,SUSSEX,BN1 9RW,50.8692992,-0.105612681,"One Garden Brighton, Brighton, BN1 9SE, United Kingdom",,,,Coldean,One Garden Brighton,BN1 9SE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.49,0.7
PATCHAM HOUSE,UNIV OF BRIGHTON,VILLAGE WAY,FALMER,BN1 9PH,50.8606475,-0.0816415,"Village Way, Brighton, BN1 9BL, United Kingdom",,Village Way,,Falmer,Village Way,BN1 9BL,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,1,gb,0.63,1
42 UPPER ROCK GARDENS,BRIGHTON,SUSSEX,,BN2 1QF,50.82124727,-0.1294374,"Brighton and Hove, BN2 1QF, United Kingdom",,,,,Brighton and Hove,BN2 1QF,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,1,1
UROLOGY OPD,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
VALLANCE,RSCH,,,,50.8197452,-0.116404618,"RSCH Brighton, Turton Close, Brighton, BN2 5DA, United Kingdom",,Turton Close,,Kemptown,RSCH Brighton,BN2 5DA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,
37 VERNON TERRACE,BRIGHTON,SUSSEX,,BN1 3JH,50.83035,-0.14861,"Brighton and Hove, BN1 3JH, United Kingdom",,,,,Brighton and Hove,BN1 3JH,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,1,1
2 VICTORIA ROAD,,BRIGHTON,SUSSEX,BN1 3FS,50.8214626,-0.1400561,"Brighton, BN1 1HH, United Kingdom",,,,,Brighton,BN1 1HH,Brighton,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.245,0.7
17B WARMDENE ROAD,,BRIGHTON,SUSSEX,BN1 8NL,50.86803255,-0.122324929,"Phileas Foggs World of Adventures, Crowhurst Road, Brighton, BN1 8AF, United Kingdom",,Crowhurst Road,,Hollingbury,Phileas Foggs World of Adventures,BN1 8AF,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.3969,gb,0.27783,0.7
1 WESTDOWN ROAD,,SEAFORD,SUSSEX,BN25 2LA,50.7729203,0.1000064,"Seaford, Station Approach, Seaford, BN25 2AR, United Kingdom",,Station Approach,,East Blatchington,Seaford,BN25 2AR,Seaford,East Sussex,ESX,England,ENG,United Kingdom,0.567,gb,0.3969,0.7
HOVE MEDICAL CENTRE,8 WESTWAY,HOVE,SUSSEX,BN3 8LD,50.8451829,-0.1941755,"Brighton and Hove, BN3 8LD, United Kingdom",,,,,Brighton and Hove,BN3 8LD,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,1
WHITEHAWK SURGERY,WHITEHAWK AVENUE,BRIGHTON,SUSSEX,BN2 5NP,50.8192607,-0.119429,"Royal Sussex County Hospital, Abbey Road, Brighton, BN2 1HS, United Kingdom",,Abbey Road,,Kemptown,Royal Sussex County Hospital,BN2 1HS,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.567,gb,0.3969,0.7
28 WILBURY  ROAD,,HOVE,SUSSEX,BN3 3JP,50.8310079,-0.163636632,"Sussex County Cricket Club, Hove, BN3 3AN, United Kingdom",,,,Brunswick,Sussex County Cricket Club,BN3 3AN,Hove,Brighton and Hove,BNH,England,ENG,United Kingdom,0.729,gb,0.5103,0.729
40 WILBURY ROAD,HOVE,SUSSEX,,,50.82247975,-0.148825014,"Sussex Heights, Saint Margaret's Place, Brighton, BN1 2FB, United Kingdom",,Saint Margaret's Place,,Brunswick,Sussex Heights,BN1 2FB,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0.81,0.81
Moulsecoomb Health Clinic,Moulsecoomb Health Clinic,Hodshrove Lane,"Brighton, East Sussex",BN2 4SE,50.8506587,-0.1083391,"Hodshrove Lane, Brighton, BN2 4SB, United Kingdom",,Hodshrove Lane,,Moulsecoomb,Hodshrove Lane,BN2 4SB,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.441,0.7
RSCH L10 Albion,,,,,,,,,,,,,,,,,,,,,,,
RSCH L10 Lewes,,,,,,,,,,,,,,,,,,,,,,,
Test location before 210205,,,,,,,,,,,,,,,,,,,,,,,
"9 Woolborough Road, Crawley",9 Woolborough Road,Crawley,West Sussex,RH10 2EZ,51.1207732,-0.1861315,"Woolborough Road, Crawley, RH10 8HE, United Kingdom",,Woolborough Road,,,Woolborough Road,RH10 8HE,Crawley,West Sussex,WSX,England,ENG,United Kingdom,0.7,gb,0.441,0.7
The Martlets Hospice,The Medical Officer,The Martlets Hospice,"Hove,East Sussex",BN3 7LW,50.8414239,-0.1895913,"Brighton and Hove, BN3 7LW, United Kingdom",,,,,Brighton and Hove,BN3 7LW,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,1
"HM Prison, Lewes",The Medical Officer,"HMP Lewes, Brighton Road","Lewes, East Sussex",BN7 1EA,50.87287,-0.0053,"Lewes, BN7 1EA, United Kingdom",,,,,Lewes,BN7 1EA,Lewes,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.6,1
30 The Drive Partnership,30 The Drive Partnership,30 The Drive,"Hove, East Sussex",BN3 3JD,50.834252,-0.1667637,"The Drive, Hove, BN3 6GT, United Kingdom",,The Drive,,Brunswick,The Drive,BN3 6GT,Hove,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.441,0.7
Burgess Hill Family Planning Clinic,Burgess Hill FP Clinic,The Brow,"Burgess Hill, West Sussex",RH15 9BW,50.9553892,-0.1354528,"Burgess Hill (Mid Sussex), RH15 9BW, United Kingdom",,,,,Burgess Hill,RH15 9BW,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.6,1
E Grinstead Family Planning Clinic,East Grinstead FPC,Health Centre,"East Grinstead, West Sussex",RH19 3JS,51.13188444,-0.0139572,"Meridian Villiage, East Grinstead (Mid Sussex), RH19 3JS, United Kingdom",,,,,Meridian Villiage,RH19 3JS,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.7,1
Haywards Heath FPC,HH Family Planning Clinic,Heath Road,"Haywards Heath, West Sussex",RH16 3BB,51.0006118,-0.1039088,"Haywards Heath (Mid Sussex), RH16 3BB, United Kingdom",,,,,Haywards Heath,RH16 3BB,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.6,1
Crawley Family Planning Clinic,"FPC, Community Health Clinic",Exchange Road,"Crawley, West Sussex",RH10 1UN,51.1176411,-0.1832905,"Exchange Road, Crawley, RH10 1UZ, United Kingdom",,Exchange Road,,,Exchange Road,RH10 1UZ,Crawley,West Sussex,WSX,England,ENG,United Kingdom,0.7,gb,0.441,0.7
Broadfield Family Planning Clinic,Broadfield FPC,Broadfield Health Centre,"Crawley, West Sussex",RH11 9YZ,51.0958843,-0.2028825,"Crawley, RH11 9YZ, United Kingdom",,,,,Crawley,RH11 9YZ,Crawley,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.7,1
Horsham Family Planning Clinic,"Beech Community FPC, Horsham Hosp.",Hurst Road,"Horsham, West Sussex",RH12 2DR,51.0704859,-0.3239958,"Hurst Road, Horsham, RH12 2DR, United Kingdom",,Hurst Road,,New Town,Hurst Road,RH12 2DR,Horsham,West Sussex,WSX,England,ENG,United Kingdom,1,gb,0.7,1
Ashdown Forest Health Centre,Ashdown Forest Health Centre,Lewes Road,"Forest Row, West Sussex",RH18 5AQ,51.0970405,0.0327613,"Ashdown Forest Heath Centre, Lewes Road, Wealden, RH18 5AQ, United Kingdom",,Lewes Road,Forest Row,Forest Row,Ashdown Forest Heath Centre,RH18 5AQ,Wealden,East Sussex,ESX,England,ENG,United Kingdom,1,gb,0.75,1
"Woodlands Surgery, Crawley",Woodlands Surgery,Tilgate Way,"Crawley, West Sussex",RH10 5BS,51.1019999,-0.18304,"Crawley, RH10 5BS, United Kingdom",,,,,Crawley,RH10 5BS,Crawley,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.6,1
"Clerklands Surgery, Horley",Clerklands Surgery,Vicarage Lane,"Horley, Surrey",RH6 8AR,51.17629,-0.17269,"Horley (Reigate and Banstead), RH6 8AR, United Kingdom",,,,,Horley,RH6 8AR,Reigate and Banstead,Surrey,SRY,England,ENG,United Kingdom,,gb,0.6,1
Saxonbrook Medical Centre,Saxonbrook Medical Centre,Maidenbower Square,"Crawley, West Sussex",RH10 7QH,51.1075893,-0.1535711,"Maidenbower Square, Crawley, RH10 7QH, United Kingdom",,Maidenbower Square,,Worth,Maidenbower Square,RH10 7QH,Crawley,West Sussex,WSX,England,ENG,United Kingdom,1,gb,0.7,1
